mask_type,loss,hole_loss_weight,relative_loss_weight,hole_l1_output,hole_mse_output,ssim_5,psnr
biased,l1,3,0.0,1.3754736185073853,49.827471066769114,0.9111453472699558,58.15257371449001
biased,relative,3,1e-07,1.3567910194396973,50.0704170801271,0.9114635775766303,58.21781865361581
random,l1,3,0.0,1.477360486984253,57.28995889985478,0.9129568532864768,57.948859216555235
random,relative,3,1e-06,1.4492965936660767,56.289126783462414,0.9133528758974463,58.10685738146865
