mask_type,loss,hole_loss_weight,relative_loss_weight,hole_l1_output,hole_mse_output,ssim_5,psnr
biased,l1,0.7,0.0,0.9644343256950378,37.92512405064632,0.9150866026277241,61.90580009546791
biased,relative,5.0,1e-07,0.9072147011756897,34.63100929263386,0.9179470045754101,62.55711730497638
random,l1,5.0,0.0,0.9584049582481384,38.16229185525458,0.9189046579982729,62.675807125037466
random,relative,3.0,1e-07,0.9668754935264587,38.225432673909374,0.9188066029344656,62.48997850097594
