mask_type,loss,hole_loss_weight,relative_loss_weight,hole_l1_output,hole_mse_output,ssim_5,psnr
biased,l1,3,0.0,0.9171892404556274,34.484039105640754,0.9175344240371697,62.443546760814584
biased,relative,3,1e-07,0.9061793684959412,34.67505564519302,0.917504128024285,62.57612508635162
random,l1,3,0.0,0.991287350654602,39.270833660535196,0.9188737102325845,62.31458074097523
random,relative,3,1e-06,0.962155282497406,37.23757946547196,0.9189495306899966,62.543716059452215
