mask_type,loss,hole_loss_weight,relative_loss_weight,hole_l1_output,hole_mse_output,ssim_5,psnr
biased,l1,3,0.0,1.3773722648620605,51.07208595737804,0.9105046550291397,58.17738923840893
biased,relative,3,1e-06,1.3540509939193726,49.1356073555517,0.914595706329367,58.34196640427637
random,l1,1,0.0,1.5219770669937134,61.68258962390348,0.9041851757919437,57.45464211368547
random,relative,3,1e-07,1.4472752809524536,54.794595309588075,0.9114989582681874,58.13923794707086
